Gravedad,Modalidad,Motivación,Área Geográfica,Crímenes Graves,Crímenes Menores,Crímenes Violentos,Crímenes No Violentos,Crímenes Motivación Económica,Crímenes de Odio,Crímenes de Pasión/Venganza,Crímenes Urbanos,Crímenes Rurales,Naturaleza,Temporalidad,Involucramiento Tecnológico,Estado del Caso,Crímenes contra Personas,Crímenes contra Propiedad,Crímenes Sexuales,Crímenes Económicos,Crímenes Periodo Anual,Crímenes Hora Día,Cibercrímenes,Crímenes Tradicionales,Casos Resueltos,Casos no resueltos
Media,Robo de identidad,Fraude,Toluca,6656,6808,Secuestro,Hurto,Fraude bancario,Racismo,Rencor,Asalto,Robo de ganado,Criminal,2023-12-07,Alto,Resuelto,0,41,44,44,946,9,0,0,90,1
Media,Acoso verbal,Criminal,Reynosa,1645,8121,Asalto,Hurto,Fraude bancario,Racismo,Celos,Robo,Tráfico de especies,Oportunidad,2024-08-10,Bajo,Resuelto,9,95,26,76,284,24,1,1,71,51
Media,Extorsión,Financiera,Durango,4441,1094,Secuestro,Hurto,Contrabando,Racismo,Celos,Robo,Caza ilegal,Financiera,2024-02-08,Bajo,Resuelto,25,77,49,22,849,7,0,1,70,39
Baja,Vandalismo,Financiera,Hermosillo,4042,251,Secuestro,Fraude,Lavado de dinero,Xenofobia,Celos,Asalto,Tráfico de especies,Financiera,2024-07-18,Ninguno,Resuelto,1,92,37,0,451,3,1,0,54,68
Alta,Vandalismo,Financiera,Toluca,4551,7750,Extorsión,Robo menor,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Financiera,2024-02-19,Ninguno,Resuelto,6,76,49,25,626,11,0,1,15,86
Media,Homicidio,Fraude,Durango,4129,435,Extorsión,Estafa,Fraude bancario,Homofobia,Celos,Asalto,Robo de ganado,Criminal,2024-03-02,Alto,Resuelto,72,44,83,4,26,11,0,1,58,55
Alta,Homicidio,Oportunidad,Zacatecas,1021,6224,Homicidio,Robo menor,Contrabando,Homofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-03-17,Ninguno,Resuelto,70,63,80,24,485,1,0,0,73,73
Media,Secuestro,Fraude,Zacatecas,1760,2927,Homicidio,Estafa,Fraude bancario,Homofobia,Celos,Asalto,Tráfico de especies,Fraude,2024-01-01,Bajo,No resuelto,31,67,35,23,559,4,0,1,80,11
Baja,Contrabando,Protesta,Reynosa,6777,2958,Secuestro,Hurto,Contrabando,Xenofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-05-06,Bajo,Resuelto,96,25,60,39,8,5,0,0,4,79
Alta,Fraude electrónico,Fraude,Mérida,8007,9587,Violación,Robo menor,Lavado de dinero,Xenofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-01-22,Alto,No resuelto,5,42,81,2,308,6,0,0,51,90
Baja,Hurto menor,Financiera,La Paz,1407,2340,Extorsión,Estafa,Lavado de dinero,Xenofobia,Despecho,Asalto,Caza ilegal,Criminal,2024-02-10,Alto,No resuelto,94,58,18,92,278,9,0,0,59,71
Alta,Violencia doméstica,Protesta,Reynosa,6844,1877,Violación,Fraude,Contrabando,Xenofobia,Rencor,Vandalismo,Caza ilegal,Financiera,2024-03-23,Ninguno,No resuelto,67,96,13,99,929,11,1,1,50,75
Baja,Asalto con violencia,Personal,Chihuahua,7443,3661,Violación,Robo menor,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-09-26,Ninguno,No resuelto,5,29,86,99,603,5,0,0,25,50
Baja,Daños a la propiedad,Fraude,Querétaro,6960,1982,Asalto,Robo menor,Fraude bancario,Xenofobia,Despecho,Vandalismo,Robo de ganado,Financiera,2024-06-23,Ninguno,No resuelto,0,81,33,27,601,22,1,0,18,62
Alta,Contrabando,Rescate,Monterrey,1118,4737,Extorsión,Robo menor,Fraude bancario,Homofobia,Celos,Robo,Tráfico de especies,Oportunidad,2024-03-01,Alto,Resuelto,30,65,46,100,229,6,0,1,72,73
Media,Contrabando,Oportunidad,Puebla,9295,6011,Extorsión,Robo menor,Contrabando,Homofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2024-08-28,Alto,Resuelto,36,40,43,3,517,17,1,1,1,38
Media,Robo de identidad,Financiera,Hermosillo,2313,35,Extorsión,Fraude,Contrabando,Xenofobia,Despecho,Robo,Tráfico de especies,Criminal,2024-07-23,Bajo,Resuelto,100,98,22,98,235,16,1,1,36,23
Baja,Fraude bancario,Fraude,Zacatecas,391,1526,Extorsión,Robo menor,Fraude bancario,Racismo,Rencor,Asalto,Tráfico de especies,Oportunidad,2024-03-26,Alto,No resuelto,90,52,72,31,897,23,1,1,84,78
Alta,Ciberacoso,Económica,Hermosillo,5055,4062,Secuestro,Fraude,Lavado de dinero,Xenofobia,Rencor,Asalto,Robo de ganado,Fraude,2024-02-08,Bajo,No resuelto,68,94,88,87,817,9,1,1,46,60
Alta,Extorsión,Rencor,León,4186,9493,Extorsión,Robo menor,Lavado de dinero,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2023-10-24,Ninguno,Resuelto,30,47,78,26,80,6,1,0,32,12
Alta,Ciberacoso,Oportunidad,Zacatecas,5863,5549,Extorsión,Fraude,Lavado de dinero,Homofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-05-16,Bajo,Resuelto,95,78,53,13,689,22,1,0,34,66
Media,Violencia doméstica,Económica,Monterrey,4734,3416,Homicidio,Estafa,Fraude bancario,Xenofobia,Celos,Asalto,Caza ilegal,Fraude,2024-04-17,Bajo,No resuelto,77,47,12,57,513,4,1,0,92,32
Baja,Hurto,Rencor,Querétaro,446,9707,Violación,Estafa,Lavado de dinero,Homofobia,Rencor,Asalto,Caza ilegal,Oportunidad,2024-07-02,Bajo,Resuelto,78,63,62,54,280,1,1,0,53,55
Media,Tráfico de drogas,Personal,Veracruz,7567,8022,Extorsión,Robo menor,Lavado de dinero,Homofobia,Celos,Asalto,Robo de ganado,Financiera,2024-03-18,Ninguno,Resuelto,93,25,27,96,780,15,0,1,23,28
Media,Daños a la propiedad,Financiera,Aguascalientes,4347,2821,Violación,Robo menor,Fraude bancario,Xenofobia,Rencor,Vandalismo,Robo de ganado,Fraude,2023-11-28,Alto,Resuelto,96,26,13,35,695,13,1,1,56,17
Baja,Hurto menor,Fraude,La Paz,33,2841,Extorsión,Robo menor,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2023-12-04,Ninguno,Resuelto,49,98,18,49,917,9,1,1,61,36
Media,Fraude bancario,Criminal,Durango,2368,6298,Asalto,Robo menor,Fraude bancario,Racismo,Despecho,Robo,Caza ilegal,Oportunidad,2024-05-13,Ninguno,Resuelto,42,51,85,94,284,10,1,1,70,78
Media,Extorsión,Rescate,Veracruz,3111,8932,Extorsión,Estafa,Lavado de dinero,Homofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-02-12,Bajo,No resuelto,29,25,25,37,85,13,1,1,99,44
Alta,Robo de vehículos,Criminal,Mérida,1015,2493,Asalto,Fraude,Fraude bancario,Homofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-08-20,Bajo,Resuelto,52,44,10,20,597,13,1,1,22,74
Baja,Contrabando,Económica,Puebla,7432,8819,Violación,Robo menor,Lavado de dinero,Homofobia,Rencor,Asalto,Caza ilegal,Financiera,2023-11-28,Alto,No resuelto,66,53,69,83,217,4,1,0,92,23
Media,Hurto menor,Protesta,Aguascalientes,5135,8286,Violación,Fraude,Lavado de dinero,Xenofobia,Rencor,Asalto,Caza ilegal,Oportunidad,2024-03-20,Bajo,Resuelto,88,2,37,87,864,16,1,0,27,78
Baja,Vandalismo,Financiera,Durango,9759,5797,Violación,Hurto,Fraude bancario,Homofobia,Despecho,Asalto,Robo de ganado,Financiera,2024-01-25,Ninguno,Resuelto,32,78,43,82,992,3,1,0,4,84
Alta,Acoso verbal,Financiera,Mexicali,1918,1041,Violación,Fraude,Contrabando,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2023-11-22,Bajo,No resuelto,65,13,60,63,784,3,1,0,16,29
Alta,Contrabando,Oportunidad,Querétaro,1346,6275,Violación,Robo menor,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Fraude,2024-06-19,Ninguno,No resuelto,32,71,42,52,983,18,1,0,78,51
Baja,Contrabando,Oportunidad,La Paz,5837,9115,Secuestro,Robo menor,Lavado de dinero,Racismo,Rencor,Robo,Tráfico de especies,Oportunidad,2024-01-23,Bajo,No resuelto,12,9,59,96,162,6,1,1,50,70
Baja,Robo de identidad,Criminal,Hermosillo,3445,7178,Extorsión,Estafa,Lavado de dinero,Racismo,Celos,Vandalismo,Caza ilegal,Financiera,2024-07-31,Alto,No resuelto,74,69,11,67,45,16,1,1,31,11
Media,Secuestro,Económica,Toluca,7984,9967,Extorsión,Hurto,Lavado de dinero,Racismo,Despecho,Asalto,Tráfico de especies,Financiera,2024-05-07,Alto,Resuelto,72,89,7,51,617,20,1,0,89,32
Baja,Secuestro,Económica,Puebla,5861,4454,Asalto,Fraude,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Financiera,2024-01-04,Bajo,Resuelto,24,8,19,77,881,11,1,1,2,56
Media,Hurto menor,Económica,Durango,2540,4608,Homicidio,Hurto,Lavado de dinero,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Financiera,2024-08-23,Alto,No resuelto,50,2,51,12,109,16,1,1,82,42
Alta,Homicidio,Económica,Aguascalientes,6588,9303,Extorsión,Robo menor,Lavado de dinero,Homofobia,Celos,Vandalismo,Robo de ganado,Fraude,2024-03-09,Ninguno,Resuelto,55,96,78,18,574,8,1,1,59,71
Media,Contrabando,Rescate,Ciudad de México,2076,5168,Asalto,Fraude,Contrabando,Homofobia,Despecho,Robo,Robo de ganado,Oportunidad,2024-09-02,Ninguno,Resuelto,94,33,29,48,503,10,1,1,66,57
Media,Acoso verbal,Económica,Tijuana,6234,4039,Secuestro,Hurto,Contrabando,Homofobia,Rencor,Vandalismo,Caza ilegal,Financiera,2024-09-12,Bajo,No resuelto,61,68,86,6,866,22,0,0,76,43
Media,Robo de vehículos,Rencor,Mérida,3025,7329,Extorsión,Fraude,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2023-12-07,Bajo,No resuelto,94,95,32,83,549,10,1,1,71,40
Alta,Robo de vehículos,Protesta,Mérida,9541,9992,Asalto,Robo menor,Lavado de dinero,Homofobia,Despecho,Asalto,Tráfico de especies,Fraude,2024-02-03,Bajo,No resuelto,64,42,88,97,150,2,1,0,6,72
Media,Fraude bancario,Personal,Tijuana,7338,6675,Secuestro,Fraude,Fraude bancario,Racismo,Rencor,Vandalismo,Tráfico de especies,Oportunidad,2023-12-31,Ninguno,Resuelto,87,91,90,17,598,15,1,0,66,20
Baja,Robo de vehículos,Rencor,Saltillo,126,910,Secuestro,Hurto,Fraude bancario,Xenofobia,Despecho,Robo,Caza ilegal,Criminal,2023-12-25,Ninguno,Resuelto,20,26,79,37,454,24,1,0,22,97
Media,Fraude bancario,Financiera,Torreón,8933,204,Asalto,Robo menor,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Financiera,2024-05-18,Alto,No resuelto,92,81,25,21,725,3,0,1,55,83
Baja,Robo de identidad,Personal,Ciudad de México,1959,6978,Homicidio,Estafa,Fraude bancario,Homofobia,Despecho,Vandalismo,Robo de ganado,Oportunidad,2024-07-14,Alto,Resuelto,61,64,58,86,600,2,1,1,84,24
Baja,Contrabando,Fraude,Saltillo,6611,8807,Homicidio,Hurto,Contrabando,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Financiera,2024-04-25,Ninguno,Resuelto,72,96,100,88,594,12,0,0,40,81
Baja,Vandalismo,Personal,Mexicali,4241,1576,Homicidio,Fraude,Fraude bancario,Xenofobia,Rencor,Asalto,Tráfico de especies,Criminal,2024-04-09,Ninguno,No resuelto,56,78,39,71,669,1,0,1,53,99
Baja,Robo de identidad,Financiera,Mérida,6856,1510,Violación,Hurto,Contrabando,Racismo,Despecho,Asalto,Caza ilegal,Financiera,2024-03-30,Ninguno,No resuelto,81,71,65,64,435,1,0,1,94,78
Alta,Fraude bancario,Criminal,Torreón,7723,3818,Secuestro,Robo menor,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2024-02-20,Bajo,No resuelto,18,0,79,22,33,20,0,1,58,26
Baja,Hurto menor,Protesta,Mérida,6800,6354,Homicidio,Hurto,Contrabando,Homofobia,Celos,Vandalismo,Robo de ganado,Criminal,2023-10-12,Ninguno,Resuelto,5,61,79,41,464,3,0,0,98,24
Media,Secuestro,Económica,Mexicali,9115,3750,Secuestro,Estafa,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Financiera,2024-01-14,Ninguno,No resuelto,10,25,14,75,605,21,1,1,96,18
Alta,Tráfico de drogas,Económica,Ciudad de México,6268,4994,Extorsión,Robo menor,Lavado de dinero,Xenofobia,Despecho,Asalto,Caza ilegal,Financiera,2024-08-21,Bajo,Resuelto,41,3,6,26,893,8,1,1,3,84
Alta,Robo de vehículos,Económica,Puebla,5565,5905,Secuestro,Estafa,Lavado de dinero,Racismo,Rencor,Robo,Robo de ganado,Criminal,2024-09-05,Bajo,No resuelto,57,13,74,38,341,23,1,1,31,1
Baja,Tráfico de drogas,Rescate,Veracruz,3018,9648,Secuestro,Hurto,Lavado de dinero,Homofobia,Celos,Vandalismo,Robo de ganado,Criminal,2024-06-04,Ninguno,No resuelto,75,6,95,46,841,22,1,1,64,7
Media,Extorsión,Rescate,Puebla,3766,760,Extorsión,Estafa,Contrabando,Racismo,Despecho,Robo,Caza ilegal,Fraude,2023-10-30,Bajo,Resuelto,83,95,51,63,558,15,0,0,51,50
Media,Homicidio,Económica,Reynosa,775,6678,Secuestro,Estafa,Fraude bancario,Homofobia,Rencor,Robo,Caza ilegal,Fraude,2024-04-19,Alto,Resuelto,29,83,26,11,880,6,0,1,26,34
Media,Robo de vehículos,Económica,Aguascalientes,1037,7048,Violación,Estafa,Contrabando,Racismo,Rencor,Robo,Tráfico de especies,Oportunidad,2024-08-28,Ninguno,No resuelto,0,50,43,15,543,11,0,0,23,52
Alta,Tráfico de drogas,Criminal,Saltillo,9485,9843,Secuestro,Fraude,Fraude bancario,Racismo,Celos,Vandalismo,Tráfico de especies,Criminal,2024-09-16,Ninguno,Resuelto,97,8,35,91,544,9,0,1,51,74
Baja,Contrabando,Rencor,Aguascalientes,9321,2923,Secuestro,Fraude,Fraude bancario,Homofobia,Rencor,Vandalismo,Tráfico de especies,Oportunidad,2024-09-17,Ninguno,Resuelto,26,53,10,32,493,11,0,0,86,98
Alta,Contrabando,Personal,Monterrey,7356,528,Asalto,Robo menor,Contrabando,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Fraude,2024-06-22,Alto,Resuelto,32,88,79,64,660,22,0,0,19,72
Media,Robo de identidad,Rencor,Hermosillo,5406,2651,Violación,Robo menor,Contrabando,Racismo,Despecho,Robo,Robo de ganado,Financiera,2024-09-01,Bajo,No resuelto,1,24,64,30,411,5,0,1,57,6
Alta,Ciberacoso,Personal,Zacatecas,5017,9836,Extorsión,Robo menor,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2024-07-25,Bajo,No resuelto,91,13,59,79,585,8,1,0,6,59
Alta,Fraude bancario,Personal,Durango,6657,4909,Extorsión,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Robo de ganado,Criminal,2024-07-08,Ninguno,No resuelto,30,89,41,56,603,14,1,1,74,84
Media,Robo de identidad,Protesta,Aguascalientes,6201,2435,Secuestro,Estafa,Contrabando,Homofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-09-30,Alto,No resuelto,97,56,56,67,944,14,1,1,80,50
Alta,Hurto,Rencor,Torreón,222,8472,Violación,Hurto,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Financiera,2024-08-28,Ninguno,Resuelto,67,15,56,90,649,24,1,0,53,80
Baja,Homicidio,Rencor,La Paz,1653,6158,Secuestro,Estafa,Fraude bancario,Xenofobia,Despecho,Robo,Robo de ganado,Financiera,2024-04-28,Alto,Resuelto,43,47,81,67,241,23,0,1,76,78
Media,Tráfico de drogas,Económica,Zacatecas,4804,2715,Violación,Robo menor,Lavado de dinero,Racismo,Celos,Vandalismo,Robo de ganado,Fraude,2024-02-20,Bajo,Resuelto,14,6,4,54,593,24,1,0,31,100
Alta,Hurto menor,Oportunidad,Toluca,6462,8526,Violación,Fraude,Fraude bancario,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Fraude,2024-09-11,Alto,Resuelto,42,69,40,6,883,22,1,0,36,89
Baja,Secuestro,Protesta,Puebla,6761,8605,Extorsión,Fraude,Contrabando,Xenofobia,Rencor,Asalto,Caza ilegal,Oportunidad,2024-02-28,Bajo,Resuelto,27,3,26,91,538,14,0,0,88,90
Alta,Acoso verbal,Rencor,La Paz,4173,4886,Violación,Estafa,Contrabando,Racismo,Despecho,Robo,Tráfico de especies,Fraude,2024-05-30,Bajo,Resuelto,40,13,3,26,381,9,0,1,3,10
Alta,Fraude bancario,Económica,Mexicali,3897,1574,Secuestro,Estafa,Fraude bancario,Xenofobia,Despecho,Robo,Tráfico de especies,Criminal,2023-11-09,Ninguno,No resuelto,67,89,66,23,289,12,0,0,87,95
Baja,Estafa,Económica,León,2332,6740,Asalto,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Robo de ganado,Criminal,2024-09-09,Bajo,Resuelto,9,49,95,80,500,22,0,0,76,71
Media,Fraude bancario,Criminal,Toluca,1240,215,Extorsión,Estafa,Contrabando,Xenofobia,Rencor,Robo,Robo de ganado,Criminal,2024-03-14,Bajo,Resuelto,15,77,56,29,157,8,1,0,4,72
Baja,Contrabando,Rencor,Tijuana,2448,4515,Homicidio,Hurto,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Criminal,2024-07-16,Bajo,Resuelto,94,20,4,30,518,14,1,1,79,63
Media,Contrabando,Rescate,Zacatecas,692,2538,Extorsión,Fraude,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Caza ilegal,Fraude,2024-05-28,Alto,Resuelto,98,4,82,17,967,9,0,0,22,33
Media,Hurto menor,Rescate,La Paz,5390,6246,Homicidio,Robo menor,Lavado de dinero,Homofobia,Celos,Asalto,Tráfico de especies,Oportunidad,2024-01-06,Bajo,Resuelto,53,31,100,95,767,16,1,1,1,93
Media,Robo de identidad,Criminal,Reynosa,4433,8235,Homicidio,Robo menor,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Oportunidad,2024-04-03,Bajo,Resuelto,3,81,58,93,336,4,0,1,82,82
Baja,Estafa,Criminal,Mexicali,6553,2368,Asalto,Hurto,Contrabando,Xenofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2023-12-13,Ninguno,Resuelto,95,76,98,97,696,20,0,1,42,5
Media,Vandalismo,Económica,León,2991,4505,Asalto,Fraude,Contrabando,Racismo,Celos,Robo,Tráfico de especies,Oportunidad,2024-05-17,Bajo,No resuelto,16,39,88,82,241,9,0,1,7,100
Baja,Fraude electrónico,Oportunidad,Mérida,1009,5444,Extorsión,Robo menor,Fraude bancario,Homofobia,Despecho,Asalto,Tráfico de especies,Criminal,2023-12-05,Bajo,Resuelto,13,7,92,25,918,9,1,0,16,29
Alta,Asalto con violencia,Criminal,Mérida,798,2339,Violación,Hurto,Contrabando,Homofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-03-17,Ninguno,Resuelto,42,2,75,35,719,13,0,1,12,18
Alta,Vandalismo,Personal,Mexicali,7199,9808,Asalto,Hurto,Contrabando,Racismo,Despecho,Robo,Tráfico de especies,Fraude,2024-10-10,Bajo,No resuelto,64,83,46,18,392,8,0,1,96,41
Media,Acoso verbal,Financiera,Guadalajara,6759,3762,Homicidio,Estafa,Lavado de dinero,Xenofobia,Celos,Asalto,Robo de ganado,Criminal,2024-04-26,Alto,Resuelto,39,0,80,89,321,14,1,0,5,72
Baja,Daños a la propiedad,Rencor,León,4808,3258,Extorsión,Robo menor,Fraude bancario,Xenofobia,Rencor,Robo,Caza ilegal,Oportunidad,2024-02-26,Ninguno,No resuelto,2,18,11,31,775,8,0,1,78,47
Alta,Violencia doméstica,Rencor,Aguascalientes,7128,4504,Extorsión,Fraude,Fraude bancario,Racismo,Rencor,Asalto,Robo de ganado,Financiera,2024-03-26,Alto,Resuelto,77,40,53,22,696,11,0,1,84,5
Media,Hurto menor,Económica,Mexicali,8741,345,Secuestro,Fraude,Fraude bancario,Racismo,Rencor,Robo,Caza ilegal,Fraude,2024-03-08,Bajo,No resuelto,68,43,30,47,217,2,0,0,80,72
Media,Violencia doméstica,Protesta,Toluca,9489,326,Extorsión,Estafa,Fraude bancario,Racismo,Despecho,Vandalismo,Tráfico de especies,Financiera,2024-08-01,Bajo,No resuelto,43,55,75,85,750,15,1,0,30,46
Alta,Homicidio,Rescate,Puebla,7469,1080,Homicidio,Robo menor,Lavado de dinero,Homofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2024-09-15,Ninguno,No resuelto,47,2,63,70,863,8,1,0,84,55
Media,Violencia doméstica,Rencor,Toluca,1079,2021,Violación,Fraude,Lavado de dinero,Xenofobia,Celos,Robo,Caza ilegal,Criminal,2023-10-21,Ninguno,Resuelto,23,19,19,75,347,1,0,0,77,54
Baja,Contrabando,Rescate,Veracruz,5192,2453,Violación,Fraude,Fraude bancario,Homofobia,Rencor,Asalto,Robo de ganado,Criminal,2024-05-11,Alto,Resuelto,34,48,41,11,462,12,0,1,0,23
Baja,Hurto,Oportunidad,Mexicali,1872,3214,Secuestro,Hurto,Fraude bancario,Racismo,Celos,Asalto,Tráfico de especies,Financiera,2024-06-10,Ninguno,Resuelto,86,52,60,54,394,16,0,1,26,54
Media,Hurto menor,Fraude,Puebla,6415,8319,Secuestro,Estafa,Fraude bancario,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Fraude,2024-03-08,Alto,Resuelto,14,60,13,91,605,17,0,0,82,52
Media,Violencia doméstica,Rescate,Reynosa,3382,5237,Secuestro,Robo menor,Fraude bancario,Xenofobia,Celos,Robo,Caza ilegal,Fraude,2024-08-08,Bajo,No resuelto,19,30,80,22,907,10,0,1,30,34
Alta,Asalto con violencia,Económica,Chihuahua,3021,5643,Asalto,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Tráfico de especies,Fraude,2024-06-09,Bajo,Resuelto,56,90,17,40,829,17,0,1,73,9
Alta,Ciberacoso,Personal,Mexicali,4240,1689,Homicidio,Fraude,Contrabando,Racismo,Rencor,Asalto,Tráfico de especies,Financiera,2023-12-24,Bajo,No resuelto,12,96,45,92,233,4,1,1,15,77
Media,Acoso verbal,Económica,Chihuahua,101,6433,Extorsión,Fraude,Fraude bancario,Xenofobia,Rencor,Robo,Tráfico de especies,Fraude,2023-11-11,Ninguno,Resuelto,65,61,77,28,9,7,1,0,98,14
Baja,Robo de vehículos,Económica,Ciudad de México,5820,3337,Extorsión,Robo menor,Fraude bancario,Xenofobia,Despecho,Robo,Robo de ganado,Criminal,2024-08-09,Alto,No resuelto,10,27,47,42,798,0,1,0,97,35
Media,Asalto con violencia,Protesta,Durango,3227,73,Asalto,Hurto,Lavado de dinero,Homofobia,Rencor,Vandalismo,Tráfico de especies,Fraude,2023-12-26,Ninguno,No resuelto,54,24,68,15,834,23,1,1,47,43
Baja,Vandalismo,Protesta,Mérida,2028,8849,Secuestro,Estafa,Fraude bancario,Racismo,Rencor,Robo,Caza ilegal,Fraude,2024-04-08,Bajo,No resuelto,59,9,63,40,546,13,0,0,84,51
Alta,Estafa,Criminal,Veracruz,3181,9272,Homicidio,Fraude,Fraude bancario,Homofobia,Celos,Robo,Caza ilegal,Fraude,2024-08-04,Alto,Resuelto,54,26,54,74,639,10,1,0,5,58
Media,Robo de vehículos,Rescate,Aguascalientes,5859,342,Violación,Fraude,Lavado de dinero,Racismo,Celos,Vandalismo,Robo de ganado,Oportunidad,2023-12-09,Ninguno,Resuelto,99,4,80,41,338,10,1,1,58,1
Alta,Tráfico de drogas,Fraude,Querétaro,2977,1390,Homicidio,Estafa,Lavado de dinero,Homofobia,Rencor,Robo,Caza ilegal,Fraude,2024-07-10,Bajo,No resuelto,91,85,91,48,820,24,0,0,95,19
Alta,Violencia doméstica,Protesta,Reynosa,6922,8201,Secuestro,Fraude,Contrabando,Racismo,Rencor,Robo,Tráfico de especies,Criminal,2024-01-29,Alto,Resuelto,57,98,48,60,679,5,1,1,51,4
Alta,Acoso verbal,Rescate,Ciudad de México,10000,2786,Violación,Hurto,Contrabando,Xenofobia,Despecho,Asalto,Caza ilegal,Financiera,2023-12-12,Bajo,Resuelto,51,83,40,41,819,17,1,1,88,12
Baja,Daños a la propiedad,Oportunidad,Monterrey,2967,6651,Violación,Robo menor,Contrabando,Racismo,Rencor,Robo,Tráfico de especies,Fraude,2024-03-04,Bajo,Resuelto,8,99,31,71,651,3,1,0,63,39
Baja,Robo de vehículos,Personal,Chihuahua,5185,7532,Homicidio,Robo menor,Fraude bancario,Xenofobia,Rencor,Robo,Caza ilegal,Fraude,2023-10-15,Ninguno,No resuelto,38,3,12,66,183,5,0,1,83,92
Media,Extorsión,Financiera,Mexicali,6868,2435,Homicidio,Estafa,Contrabando,Xenofobia,Despecho,Robo,Tráfico de especies,Oportunidad,2023-12-12,Bajo,No resuelto,59,14,98,41,680,1,0,0,2,93
Media,Acoso verbal,Criminal,Tijuana,3120,8746,Violación,Fraude,Lavado de dinero,Xenofobia,Celos,Robo,Robo de ganado,Fraude,2024-06-27,Bajo,Resuelto,38,12,88,16,430,5,0,1,48,20
Media,Daños a la propiedad,Financiera,Guadalajara,4828,787,Extorsión,Estafa,Lavado de dinero,Racismo,Despecho,Asalto,Caza ilegal,Fraude,2024-02-13,Bajo,Resuelto,57,33,84,22,427,13,0,1,73,66
Media,Hurto,Personal,León,8396,6389,Violación,Hurto,Lavado de dinero,Racismo,Despecho,Asalto,Tráfico de especies,Oportunidad,2023-12-16,Bajo,No resuelto,27,73,31,32,294,13,0,1,99,18
Alta,Hurto menor,Oportunidad,Durango,5402,12,Secuestro,Fraude,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-01-16,Bajo,Resuelto,97,30,83,91,398,7,1,0,54,26
Baja,Secuestro,Rescate,Durango,8448,3914,Violación,Hurto,Lavado de dinero,Xenofobia,Celos,Robo,Tráfico de especies,Oportunidad,2024-04-09,Bajo,No resuelto,32,2,75,52,484,22,1,0,36,22
Alta,Hurto menor,Rencor,Hermosillo,9718,2576,Secuestro,Fraude,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Fraude,2023-11-28,Alto,No resuelto,48,62,39,68,225,6,0,1,92,37
Baja,Fraude electrónico,Económica,León,1570,6867,Extorsión,Fraude,Contrabando,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-07-02,Bajo,No resuelto,51,26,45,58,98,5,1,0,67,6
Alta,Acoso verbal,Financiera,Mexicali,9419,4127,Secuestro,Fraude,Lavado de dinero,Racismo,Despecho,Asalto,Tráfico de especies,Financiera,2024-05-12,Ninguno,No resuelto,15,68,40,38,653,21,0,0,61,46
Alta,Contrabando,Financiera,Puebla,920,6705,Violación,Fraude,Lavado de dinero,Xenofobia,Celos,Asalto,Caza ilegal,Fraude,2024-09-05,Bajo,Resuelto,97,37,11,71,121,8,1,0,26,28
